"feature_1","feature_2","feature_3","feature_4","feature_5","feature_6","feature_7","feature_8","feature_9","id","target"
"79.51781239530804","100.85047414633493","44.49231547271897","62.62678231901665","72.49675052539311","78.55691901352161","74.09865085867695","81.92674072963425","68.31010190838525","0","0"
"86.01546863416694","96.27881439236793","88.64496477454334","78.57419822201828","73.32101179012521","62.35337426484088","54.29590030418551","45.23511637773082","83.57358086292575","1","0"
"69.82118946652979","67.89475594198984","42.52544930375922","91.42332808977878","93.50037083509804","85.90559364161686","67.83031944659665","82.93513985197104","63.869865244335","2","0"
"60.051067152153024","85.804508643423","49.028651484583946","89.48736751531848","83.52487656213563","46.17255534513513","64.07860228361119","87.05616368672626","81.93142290380631","3","1"
"84.18476080209194","54.71075490384352","67.39400846997243","56.59072917155084","68.67247470277725","81.21237304777725","66.05537109454401","63.94107979077379","88.74053807884114","4","0"
"62.24794597407123","66.40016199567508","63.259035861491654","57.31104966766278","66.2109015374312","65.98951099441673","76.00086725818326","72.86539819252029","74.94289651835273","5","0"
"67.53425395129793","86.9492732688269","46.650982150190444","67.38983638900042","101.07982150901488","49.99682004768897","88.09228296523388","56.449453011449066","58.524237721283015","6","0"
"87.67131621069318","57.79501193439404","71.57847256116719","88.93027443292463","66.74230328025904","62.601477886583595","49.47344378845542","69.37512029159548","94.00591170467335","7","1"
"93.23118477433046","97.52129888165084","84.40318661747591","62.84748376822328","93.17022577822256","69.57779561485148","96.42637272400783","67.52512163765986","88.1519735317287","8","1"
"90.62123746365593","91.92308120640634","56.567877418322354","66.46272821380757","82.54528649877679","59.346684453557046","62.12752723467297","76.08598286689497","59.55510381044086","9","1"
"100.98838343405053","60.430956585528364","69.70220241222255","64.11267517226827","86.85895404418895","67.56837053291694","79.38721266285346","70.64156856631128","80.29584528795189","10","1"
"65.9526890211903","91.01336096383591","78.58933444807205","72.56422434015924","83.38595836043605","54.82626280216127","82.93338588217999","78.81490874378633","91.85818896242577","11","1"
"70.29578212319656","61.17879417883907","75.02739825449801","58.22612421490386","73.23955856842889","74.72943834171166","96.23203831483873","65.13982206301252","95.0390433707688","12","0"
"81.01343105723733","98.34146247606544","78.17191952370035","69.90313104492924","69.242437624661","80.5443231782166","86.07240774281414","88.23881097906903","53.7029559378916","13","1"
"78.19558719646159","99.90101644569975","67.72575839146025","76.73655778005039","97.39184178917424","69.14924847291051","78.82381337874277","69.48335776107311","50.02610291791849","14","0"
"89.7518767013813","82.74880053644037","83.02302888088455","78.94935773267714","94.42364596043772","45.94234004681624","80.41186651071469","71.55020254535991","83.62323907815595","15","1"
"73.09343147421767","89.87918045199594","64.02342267576503","69.64611627467598","91.45398780235706","51.31556958588082","93.22728662577613","91.41745554097957","88.72987460555119","16","0"
"73.86322378950645","81.6988330922515","48.15663880628442","85.14112276425331","78.84497359861392","73.9288451026194","81.03469305926514","51.27089212433942","65.8430317642516","17","0"
"72.50106450484795","59.01277839903171","59.56709268208881","58.038702661828026","81.97993715183337","73.94982588472645","79.73005013539989","47.1023473015593","75.72581100334692","18","0"
"79.27177424625353","71.02586397294287","72.75099716300052","67.08253541397887","72.80287743538626","67.25763709107163","71.06232485359921","63.81700271552673","72.76880449252465","19","0"
"68.4896796433074","76.64294319428757","89.16584102429347","80.48127204071237","91.7464649210227","57.3705745190932","54.22442927056129","58.986323898495435","77.8681086014621","20","1"
"75.32385002433608","84.10345574686437","69.7318902164425","98.75945068393125","89.26681319713907","84.3048441662273","61.03314728374909","74.07759849507745","85.70809432603626","21","0"
"95.92329429378027","76.91778454400487","61.12682321716481","63.769211011879506","68.22324898110806","58.21404775150583","71.84466594677117","49.39361284650729","92.56046909580073","22","0"
"84.79743149025143","86.2310198430694","55.00776900938094","71.36009249363704","68.03261337494834","56.42595238067823","49.92534301312287","50.79653056746396","82.9052840114166","23","1"
"55.89180489537941","62.87802741830941","62.569163789625804","80.47135264505413","68.92719423586061","47.0214293618965","82.34364204333123","58.00359207504571","91.09780660464781","24","0"
"94.54145149764597","79.16666000622426","78.32382056972496","97.41589730835332","80.59873021144648","90.92864949022177","65.59323266347052","91.42508214555285","78.5795382095534","25","0"
"66.71890290418423","94.05824027594997","78.92260362553768","72.79870669488898","86.79022854987392","62.51346926238669","73.65782360496506","63.76193089182748","70.92209549065494","26","0"
"69.77093152416143","96.83223779396624","71.30378485200065","60.823755201656375","85.08983565710314","72.5311816071637","96.0637514090432","62.06867063854238","92.02857737747621","27","1"
"90.37705469961894","63.3447294060385","74.30270206832218","88.79941717413413","84.62878962942304","86.36333471225107","92.71604147871312","77.02314654339905","80.40738645494922","28","1"
"83.87049905707882","65.44312257707962","72.35865910461877","61.99940211530835","74.40415251598648","91.67561733754286","79.02394111798644","54.277308597794814","83.14476823038868","29","1"
"71.08667354251361","92.79388874096989","69.55443863591732","75.53472755453103","82.18588974230295","49.02833934169774","74.83538774218965","86.43922338377682","51.20970078621801","30","1"
"88.01966119133199","56.589954714777136","84.85861009488077","62.535132325372494","67.94299156936802","69.06212580711312","72.15948922341919","91.79487213429307","70.0003427621764","31","0"
"76.50630293791757","69.58908706230027","78.90939094172333","93.02068061512199","77.31474260449735","63.814806623931545","60.25865850744599","90.62480541616455","77.81020590477807","32","1"
"65.12916961353758","87.78173143579008","79.93058477300713","86.55181105479991","79.86052942543334","77.79142285780601","91.837693585968","52.31068302888315","75.54542776532192","33","0"
"94.77652943092542","96.95169489461932","69.16886558864537","85.9286655243173","63.551554580051196","80.92661132569766","73.15780192867102","51.753022157301565","84.49993857554433","34","1"
"70.77692160461969","62.25088533426981","62.1759077809358","78.25536058903974","57.8702958566992","53.926719888556455","85.89376034228265","59.270985074422576","94.35938646142567","35","1"
"92.60421966684355","80.93657200174101","54.274835348756284","70.64526632905924","79.92414244227078","51.93339618620411","88.42200842417948","46.96311156126599","50.0533313576931","36","1"
"58.42341313093959","61.35576225477387","44.133564261957616","87.51802947392704","93.04559471887032","51.38564583917728","82.88368953190168","82.15963494329633","75.98271444491976","37","1"
"90.42621862453743","81.40276380989553","55.246318259381326","67.1025068543671","70.04507291471654","90.72541643923854","89.68288073440901","64.49156816040717","79.28312712449826","38","0"
"63.06198022872064","82.47952060063588","83.59901265781163","78.74580387813057","54.323907316744716","54.7006853270652","61.88329285721833","61.88082402924777","86.36098111383826","39","1"
"81.81809699953475","92.59962758149949","85.48554884106159","52.335188410103","63.346866745411205","45.106309474185","73.23114358435993","73.76533512924766","89.00785268980938","40","0"
"70.85310225510473","70.23724729655089","60.56492356623043","66.80900798669015","66.81244397833554","74.94030902677147","68.97285345751915","76.72558578318431","62.54822593391751","41","1"
"57.26660775004672","85.45216718712965","75.9310690097206","78.25217846057495","66.69759624490557","57.773148982899286","73.28741977026384","78.08158755512423","84.08031078824257","42","0"
"98.90819778553693","62.12881333858542","63.08118832283601","58.743448792608035","99.3206607628951","53.69308161463927","75.97434268804275","56.8292851513621","63.35298789369233","43","0"
"78.12314851159192","77.43862973457296","89.02011187670765","58.49770944264401","90.06001009018894","72.19453295813257","50.220236825222344","85.16686271023669","72.74596615755217","44","0"
"98.14877213005975","87.15852962585856","56.70022499774072","63.4360660477233","85.40562051763965","69.11186518859039","56.37063615065837","91.24081975498696","62.78140216967958","45","1"
"61.07815958535683","66.9048230786312","86.22836410102754","86.52920091297767","68.05683260681974","65.29344341476597","72.03748214404678","64.1310750460278","88.0183241214957","46","0"
"72.46940766767736","66.83593568832961","70.15818154487815","80.3219210534765","100.48959205711739","87.94135354745718","94.72725037884297","63.12727798804071","69.43126858929547","47","1"
"82.89125135138238","90.7694577000447","42.95363934448966","91.59436225957123","57.58851988223722","46.81513507556481","81.38640789698256","50.5113788166212","86.797246345354","48","1"
"54.99082303768941","96.26596006291535","79.22090532825527","86.87960830341238","81.78673061010554","61.29700836336657","89.83680511671913","83.3130914392563","92.6262201018869","49","1"
"86.56812515261387","93.59595414426121","85.60890288115633","81.18157473886146","58.26982454773243","46.89213672120685","60.74310146053142","62.99115413813623","77.29485877731163","50","1"
"91.24234711841247","97.03449566109491","62.89848592744114","88.2718881828084","63.57667119836249","85.37608030811278","81.02605631702234","66.37808543914922","66.28890258431925","51","1"
"92.1294783716965","85.94010057812523","86.92606114693875","53.2100890957077","90.3359288288568","81.46453831011414","83.89417673406989","48.49695893998807","81.38712460393891","52","0"
"57.03583074597513","82.4343581670118","87.91160811189789","78.62614271810139","57.77384032772956","90.11176121105005","86.84162254274018","60.546005972238","86.33339264272705","53","1"
"59.1538087868379","57.21750770933197","41.586711910441466","57.01083181719712","56.3873026733535","60.51790495479608","54.11809956122646","50.95304132400545","83.42517191735425","54","1"
"55.51912775683088","56.96531537506114","76.80030264911939","88.40023721094548","59.70110275844382","56.98676756101073","51.311407735815564","60.88143962842198","58.13380794219546","55","0"
"91.51916621377387","72.63277944085044","82.78882176412218","97.39892245316054","95.04140571553222","45.177183224613174","55.98810881796245","64.4918197259638","49.109129225771355","56","0"
"77.03810582832044","94.63483200333226","48.12185102603594","75.97542641185463","92.65027812798336","80.95993127524449","55.79503545617131","71.58902348317145","73.42172562025313","57","0"
"85.31463527144443","86.3368962105886","48.02173023401427","63.91345449236488","65.9279550349439","50.74165269520616","51.47506801684437","64.97629113401969","69.485315898714","58","1"
"80.95227750070877","74.36445228079809","63.80396034777881","53.72641802317878","96.90111584642361","73.01621283885825","67.38377962125497","56.09695205871273","70.37402919344153","59","0"
"78.61292064644603","84.33435528531975","48.686464371507896","76.25907331903426","54.383330357672946","69.98399779740895","89.9420068171098","46.371599127974754","91.93183977936086","60","0"
"94.24785146488234","90.72889882249544","56.81561341608845","56.10563128450623","76.21468870743968","80.08214302705919","81.8835654855521","74.02232745056195","83.57474085319227","61","1"
"100.10618474620934","71.89219342874824","48.08651324786315","62.045161737899114","90.05779596163958","51.20500763331982","62.36328800771907","70.62607924844835","79.35751811306714","62","0"
"59.09998650150662","100.74921214561775","79.37263528149523","82.21417987519007","96.5696885743976","58.69681563335742","55.29095049087935","81.0747145570849","60.9036540264783","63","0"
"74.50118505144103","59.0073923073316","48.93135654153576","99.3337132956589","94.29412824538667","74.5681546805334","54.97782192011654","85.12199344288375","90.74062865653684","64","0"
"60.684863103827354","66.57908852325174","49.39414767467501","88.56876119370764","97.12303317889715","83.89494423213354","73.36561940990806","76.9492087702598","72.39020519679542","65","1"
"83.40061791196091","99.34911190393018","69.7568753739543","91.88380620673209","71.34228893091415","88.125077784097","55.595396300069424","82.23436535764928","75.82497972715323","66","0"
"66.5276820455271","101.63606476282698","87.30456942867494","92.70808918281392","76.79761539965486","47.399195239290556","73.61599451702519","75.69601293760547","79.10956888433891","67","0"
"64.3541543893007","94.87379029510323","55.32698068565038","66.29921914391363","91.73008235969792","65.85865058575483","50.32896819906229","54.41046580017081","60.053570674451045","68","1"
"93.69540964791571","78.50306287040134","74.72234530731134","84.7715741498958","60.7506759409219","47.48315090362988","94.07651319934338","75.78632330466648","59.95312561043868","69","0"
"62.268186820350735","66.35144456277797","46.900434872246464","81.03517797230975","88.86932738955382","56.31555765892054","90.24987384596496","73.86175136532302","67.76250339863806","70","0"
"77.30979359531989","80.01563218711823","54.179033859003056","67.46833406449623","68.88896764071607","77.0101432295303","50.53432657612654","68.80043152431892","75.3964906324844","71","0"
"78.94189164793086","97.33074711162142","68.58696349136471","96.63331215116114","72.55957708063012","67.39818722937717","96.36305101330926","75.52356050705679","57.02624197064241","72","0"
"88.97085341611718","64.62768456248466","83.91235456030627","92.06607950402243","75.04556589085304","44.87182059599806","79.62244141339458","60.21250872970905","88.52321995126397","73","1"
"95.99836255535159","99.88400946118847","72.92967578573757","63.262865800894474","95.79013830634992","48.73839799687306","82.0882241675851","64.54868787893253","65.76502701791533","74","0"
"84.60564009775022","98.29620262256478","71.14084196622761","95.08244099677152","54.55860826020892","56.60958614941168","50.97586935631476","85.06999857909837","72.35979726928646","75","1"
"87.12915143975225","90.97449932600334","50.747666119144554","54.44411620519301","64.58241109766998","73.3362575186999","91.56131221571427","58.59256496889516","93.91958036612051","76","0"
"92.58081958042048","76.8698189465394","63.75042334349045","75.6008519546831","96.76803369467041","81.14008532856649","66.72201686514889","74.76311712797808","57.23614922810249","77","0"
"63.217287646837406","93.46403308864387","50.471056123820446","67.18337907706797","81.64904184966527","86.12442348398183","66.35026550754219","71.85430384905668","65.05124956801005","78","0"
"102.52072479789544","98.62952386108304","51.40612396551343","82.16875207544959","68.07175130372384","78.34255579338243","84.4458834854761","83.2953357385193","74.43981200939474","79","0"
"76.62285419886459","99.56195802140775","66.67764322670526","95.77845751988103","99.01434897274267","47.85029997204","54.820209432479544","69.16126229505605","83.89925898022744","80","0"
"84.72878173727258","80.56648930086877","61.81949273490751","77.33939918749505","59.61387146084542","71.24299523718759","50.75870055732571","80.76932851933351","61.40543994691421","81","0"
"80.37370756922641","59.93114728191671","60.46719063543689","79.53289995850218","82.64253676437869","85.17512984941496","49.943325261604336","91.6027219521343","56.6722090825044","82","1"
"79.29772886157836","72.90514534529258","70.39735509990543","67.42977588964557","57.29007444224836","84.48694320050029","87.37361727451872","60.20455112605834","49.657187132505285","83","0"
"55.07165981979557","55.42973902924488","65.83083976734594","81.99235883623764","78.86812113892984","60.848118099774425","95.48810468731561","93.07891708311496","91.32784483420512","84","0"
"91.91148558610517","64.27370271764477","68.90615496630673","73.37971347151365","79.2485981631335","54.07720152893996","70.53008444663207","83.04349646901586","74.43191288736871","85","0"
"86.83331842139965","86.60291319365137","81.33919778977533","74.47798065964469","66.63966995292088","79.76647746008884","76.68073375343117","84.43433494560118","52.51057738812002","86","0"
"65.35381623279805","98.62297127527992","52.716315350674805","91.8966637778106","62.73029218882728","87.90635599061604","55.67097281269182","53.36155550903158","50.153994372029004","87","0"
"76.79281537335424","93.30002006711548","59.80050022830309","70.3017327965193","98.06921489749881","87.0171450684238","76.91829400396757","84.3836833537414","50.430584070052994","88","1"
"84.60570044595356","85.56700080571206","78.18795430204693","99.00845478475168","100.47139616472256","81.83200157197048","53.600124738918126","78.12106860730097","48.85890240272075","89","0"
"101.7896186427222","99.9985112106294","70.05674295936267","98.23872198013265","72.9206948385623","56.724943048388184","72.48968981593428","53.08158807102071","48.943564422204645","90","1"
"61.53327327410807","77.27640990848292","87.80806337539467","65.71898483852584","67.88646478930664","59.08974182984714","87.1537037201625","56.367213313447984","74.18659005258569","91","1"
"58.98555442362175","76.61127309740914","67.60026281108752","84.35096858822943","63.446492544164045","52.90900027247922","84.09121485016541","48.45701454619251","71.80398568803469","92","1"
"97.60633414525783","90.94279183071171","79.87140282581797","72.94192582633988","67.34040157283597","61.21652442176753","80.44621570365085","47.54487557566685","81.42559251477708","93","1"
"89.66304815356712","87.0532307380924","83.66790001114575","75.65956417375142","73.00564214877272","73.50889874586963","56.13463786963732","52.485273805469475","74.25069510538249","94","0"
"91.67745790498468","99.30676544751648","51.18143907560008","70.66302751350719","95.75742257531749","76.23381735885468","50.60977210719166","89.35246968004782","91.6903062354025","95","0"
"86.50271371931741","59.6884066993328","73.584137052738","69.1801396349534","82.67356639550052","68.33407806066646","85.0201695185816","83.67787253242317","82.65178455299703","96","1"
"74.53215323636006","85.02947087141393","49.9128673911672","80.7003916962777","86.82866118299584","73.61179053352726","66.67273023150712","56.175122228989736","80.44833067610044","97","1"
"96.64154978366177","56.72550299477919","43.36241298304729","87.91859164670831","75.7821559264084","60.97810321978052","81.16190676267918","76.07528841414181","60.411634347066865","98","1"
"61.66509295041841","58.7587015203095","47.08248861673064","80.63748665885896","98.61024192604683","49.05868337421903","88.11752744987456","88.69968588703551","58.25009580179719","99","0"
"80.12800524213343","74.19620656278778","69.0524413462135","61.602444319198845","67.62351464568479","65.69379579475688","55.09249588260725","81.57509401491487","50.82829495582526","100","1"
"55.03159776781568","100.320272552447","89.17905818621252","83.27659711572184","82.47796660129173","80.46680441192915","56.46680767891797","85.62243254676093","58.918280841953184","101","0"
"67.29913956438354","65.21270533803856","70.55184775062888","87.72474650747742","91.25929916408379","65.69820821734253","89.40933122066973","82.20279502459994","61.88932607581475","102","1"
"79.90905084470901","100.92011546791203","49.70669028680187","74.434817481281","98.09362306554817","53.70872457721268","77.21157400924496","85.87082445667276","73.21244611633276","103","1"
"101.31147377889465","81.34154594831466","52.404691245324415","61.58381807486628","78.40563867205938","82.73715565060218","52.70203746050568","72.65209537980766","87.80339379700641","104","1"
"102.80815171363062","71.26607263981658","59.091852644368245","96.01175722818573","99.7104922615479","45.30859826934239","92.3885552782689","85.09452822357137","74.05713794952275","105","0"
"100.49632954055758","62.44141374696824","51.19962507879373","65.09919650679434","79.2417003835881","62.91836623706922","65.0036152927481","65.98848450509907","82.63339204040015","106","0"
"88.4951762851331","88.04655085906465","48.34466759380625","80.05008501993126","58.03985937092095","63.8866206925626","58.2622852932382","63.96037393472292","82.30328939527503","107","0"
"100.50381566194764","69.4669608044692","46.19191272704063","61.424931733247554","70.41343418853339","71.54407001361774","82.1088795573339","65.37366889799313","78.20305363764453","108","0"
"63.06934189011545","98.97184206660486","41.41650032597538","56.58731098886514","100.57590761978898","69.14193639079248","71.3647589432452","50.924368020427664","77.46080700120886","109","0"
"72.92307112791937","58.96479376669381","76.19416764352502","52.76712241093052","61.283204091428296","79.83462569363584","73.20237856519965","91.22336257239517","73.30070682559877","110","1"
"99.10921108090771","63.527675302411836","73.40082642639878","95.13615462669233","56.78195397655189","63.70350639085164","93.36474090956057","82.8097749240453","48.02304231601726","111","0"
"90.19026537625403","80.9260892982536","81.91106999680191","87.24590225263674","58.40557962142555","44.93007352056052","57.64605407727435","79.20788259633119","93.86092094445753","112","1"
"90.90231458294593","88.52193153228725","78.58595666206584","94.3688152676937","88.8917841833812","89.6339459775629","84.82894919259114","63.041234752860966","65.05068047160348","113","0"
"60.71700473063166","95.47592328475598","69.96205724516702","62.02434508059338","93.33254225685577","63.16140607838561","89.65630856942876","80.14033133881189","74.67853810881967","114","0"
"69.6831344872176","68.28747386502774","52.692082809352755","63.672449741025545","72.01630898161386","81.21833184661246","63.8847434765522","88.36420870297933","58.29710627045162","115","1"
"88.23190951813554","81.16439606396189","64.02446197367901","74.96906244194594","78.98928189151293","46.82386760671144","73.15342192307851","60.66858838971351","55.22963397636575","116","0"
"98.17553855525878","75.1452473670277","70.8026291063252","74.56641388889271","57.65811678455951","75.99727702379967","80.80357799292848","71.88859038485349","51.49627798801155","117","0"
"65.98690855046326","87.53854556210487","55.44405411167418","97.45446189235265","64.0491696288277","56.58437114819387","76.2047205252353","90.12518561203171","87.29853348778953","118","1"
"56.26856547912705","72.9394509525553","50.079305033518054","57.435524039667136","71.32102507973576","46.281833638957956","61.52032752411907","81.97931746744395","78.8884555238156","119","1"
"63.74008298786724","67.85772600144342","62.7700395802124","77.17791378561628","82.85458824631267","57.10516379771053","57.66338835244841","59.919793213484034","76.2881120692152","120","0"
"82.45678099785812","87.2250957753841","42.971231231931654","57.82534929179929","98.31631646610784","51.39186693558912","69.54806265728129","68.29800892678736","59.51834699900411","121","1"
"62.70153939498893","69.72248878909495","45.333276489125026","65.06258708809189","59.811878956163966","63.603671931605916","56.53022947921706","89.86133205117405","88.78049114495131","122","0"
"93.36846950348642","91.75300616346571","62.23811724356425","68.31273538165735","65.59218127795937","90.73255939427274","49.832816486847165","62.18651295515638","81.48007224153694","123","1"
"67.27502140553501","91.32168224006875","42.5096603292824","75.61410049948444","60.70886172811834","63.892805402531295","49.56469894000384","83.0858447306598","83.45367253550039","124","1"
"72.14571654198495","77.54347620912239","79.5374345092405","86.59380379400832","79.99997442230841","81.77097096911045","62.0585057727079","89.23450276302422","75.7889132116649","125","1"
"81.40124568530636","95.23892848579649","46.18914589669694","78.54274960708528","84.26353904610863","64.25381247693049","93.0053898274143","79.85722589419368","52.8858240954223","126","1"
"85.29820855486888","66.63443225453253","78.87632860961888","61.936058636172355","56.016654328487206","68.71150760570269","62.95373406430473","53.58010649234108","47.77112470683755","127","0"
"69.99709855514357","64.92466671319568","56.988798790704166","84.99004578095663","64.4422301998212","61.5367635482409","49.7884557250332","73.5847674683909","58.58203269533998","128","1"
"98.65604789243851","91.25874911557308","42.97049654344826","61.60031364433546","72.65841091612849","63.21340398248445","76.90619314656455","72.06689159450923","61.27922388950672","129","0"
"87.85271305493193","98.30805315489548","64.01849210338766","66.11507640423527","57.78034927025204","56.86899910364231","87.50097846862072","87.30231203472218","58.84820848797849","130","0"
"96.95527829023335","95.77106172103134","52.27227867670216","90.53339843943158","97.15097678695142","75.70072047747327","90.56740919941383","64.1937439043091","92.444354107022","131","0"
"64.0504329111898","90.9810415599078","67.25980977209665","66.18449711234261","76.20193853683705","80.0540403718612","52.23264967864145","58.493858651335955","54.555026431182114","132","0"
"67.59720385351974","72.89413907689419","50.5197517346256","58.66179368570543","85.15689688652947","44.43644870560507","61.45565819796343","71.26093182380815","69.38830265913536","133","1"
"61.21131923362877","98.31190683042406","86.44464244705237","53.388413740202125","80.35678826936338","87.03738950439377","73.41473989251168","89.33339382285807","62.925904015622606","134","0"
"99.61624336871252","94.02339568849499","82.82848615729189","96.52843312335688","85.47786351880578","50.60147368293457","62.33321550429697","49.11747934386196","80.31371482618901","135","0"
"97.89672148722346","58.76029114695674","43.522974383542774","64.59197477942824","80.10554803989598","57.91110446911559","63.235766809898635","73.71235870029152","85.6702117697667","136","1"
"80.38145763194085","58.47170984647777","51.82666111346255","74.81345379250843","76.17168958732475","69.94135371857058","57.7957520407732","49.128624813341816","68.57578600532358","137","1"
